data,money
20150410,71500.0
20150411,31200.0
20150412,12200.0
20150413,93900.0
20150414,48000.0
20150415,57600.0
20150416,43500.0
20150417,67400.0
20150418,40800.0
20150419,38300.0
20150420,123100.0
20150421,47200.0
20150422,41700.0
20150423,78800.0
20150424,61800.0
20150425,42000.0
20150426,109600.0
20150427,46200.0
20150428,72600.0
20150429,54200.0
20150430,14100.0
20150503,202400.0
20150504,54300.0
20150505,24900.0
20150506,46000.0
20150507,14900.0
20150508,89800.0
20150509,32200.0
20150510,33300.0
20150511,93700.0
20150512,80000.0
20150513,67200.0
20150514,20100.0
20150515,77300.0
20150516,16300.0
20150517,25400.0
20150518,26900.0
20150519,38200.0
20150520,22600.0
20150521,63100.0
20150522,76300.0
20150523,31300.0
20150524,25800.0
20150525,35400.0
20150526,42000.0
20150527,42800.0
20150528,31500.0
20150529,50800.0
20150530,29700.0
20150531,83700.0
20150601,39900.0
20150602,46000.0
20150603,88000.0
20150604,26900.0
20150605,76500.0
20150606,18500.0
20150607,17800.0
20150608,51500.0
20150609,68500.0
20150610,40200.0
20150611,62200.0
20150612,56800.0
20150613,62400.0
20150614,51300.0
20150615,39000.0
20150616,76900.0
20150617,121300.0
20150618,36900.0
20150619,57600.0
20150620,25300.0
20150621,44000.0
20150622,20600.0
20150623,42500.0
20150624,21000.0
20150625,33700.0
20150626,107200.0
20150627,10300.0
20150628,23400.0
20150629,34200.0
20150630,75000.0
20150701,94300.0
20150702,11300.0
20150703,20000.0
20150704,133500.0
20150705,44400.0
20150706,50100.0
20150707,26300.0
20150708,66300.0
20150709,103700.0
20150710,89100.0
20150711,31700.0
20150712,35300.0
20150713,51400.0
20150714,34000.0
20150715,48700.0
20150716,59700.0
20150717,172200.0
20150718,34200.0
20150719,37500.0
20150720,93400.0
20150721,27600.0
20150722,64500.0
20150723,135600.0
20150724,50900.0
20150725,18200.0
20150726,29600.0
20150727,50400.0
20150728,34700.0
20150729,38500.0
20150730,82400.0
20150731,98800.0
20150801,31800.0
20150802,36100.0
20150803,40300.0
20150804,62700.0
20150805,7800.0
20150806,0.0
20150807,0.0
20150808,0.0
20150809,0.0
20150810,0.0
20150811,35800.0
20150812,19900.0
20150813,38900.0
20150814,173200.0
20150815,48400.0
20150816,40500.0
20150817,86000.0
20150818,172300.0
20150819,73000.0
20150820,33600.0
20150821,65300.0
20150822,30100.0
20150823,17800.0
20150824,41900.0
20150825,173200.0
20150826,56400.0
20150827,26800.0
20150828,27200.0
20150829,31000.0
20150830,48200.0
20150831,31600.0
20150901,130800.0
20150902,88200.0
20150903,17500.0
20150904,3100.0
20150905,43600.0
20150906,47500.0
20150907,55400.0
20150908,181300.0
20150909,40400.0
20150910,70400.0
20150911,47900.0
20150912,19900.0
20150913,1300.0
20150914,202500.0
20150915,95600.0
20150916,33300.0
20150917,34700.0
20150918,49900.0
20150919,31000.0
20150920,38700.0
20150921,128200.0
20150922,35100.0
20150923,61800.0
20150924,21500.0
20150925,178500.0
20150926,33400.0
20150927,38000.0
20150928,27500.0
20150929,47600.0
20150930,150000.0
20151001,53300.0
20151002,15800.0
20151003,10200.0
20151004,22100.0
20151005,12300.0
20151006,15800.0
20151007,170900.0
20151008,51100.0
20151009,61100.0
20151010,294200.0
20151011,41900.0
20151012,36800.0
20151013,313500.0
20151014,51800.0
20151015,73400.0
20151016,33600.0
20151017,63000.0
20151018,24600.0
20151019,144500.0
20151020,72200.0
20151021,27900.0
20151022,86500.0
20151023,92300.0
20151024,27100.0
20151025,96700.0
20151026,17100.0
20151027,91700.0
20151028,19100.0
20151029,32400.0
20151030,81700.0
20151031,42500.0
20151101,108800.0
20151102,80400.0
20151103,43700.0
20151104,46900.0
20151105,63800.0
20151106,40900.0
20151107,25500.0
20151108,50200.0
20151109,77300.0
20151110,65600.0
20151111,36500.0
20151112,58600.0
20151113,61500.0
20151114,39100.0
20151115,36800.0
20151116,104500.0
20151117,39500.0
20151118,26500.0
20151119,20000.0
20151120,64000.0
20151121,17300.0
20151122,14500.0
20151123,85600.0
20151124,138200.0
20151125,43800.0
20151126,37200.0
20151127,42200.0
20151128,37200.0
20151129,61100.0
20151130,22100.0
20151201,118000.0
20151202,80700.0
20151203,34700.0
20151204,43200.0
20151205,52700.0
20151206,114100.0
20151207,60900.0
20151208,365100.0
20151209,64000.0
20151210,36400.0
20151211,68100.0
20151212,15000.0
20151213,25700.0
20151214,102800.0
20151215,83100.0
20151216,54800.0
20151217,42100.0
20151218,62800.0
20151219,51100.0
20151220,34200.0
20151221,20300.0
20151222,54100.0
20151223,46200.0
20151224,63600.0
20151225,32400.0
20151226,32200.0
20151227,17100.0
20151228,110200.0
20151229,83100.0
20151230,72900.0
20151231,47300.0
20160101,23500.0
20150101,39400.0
20150102,636900.0
20150103,83300.0
20150104,74000.0
20150105,66300.0
20150106,731600.0
20150107,100600.0
20150108,104300.0
20150109,544400.0
20150110,62500.0
20150111,33000.0
20150112,53100.0
20150113,97400.0
20150114,504800.0
20150115,66500.0
20150116,91400.0
20150117,66100.0
20150118,600400.0
20150119,50500.0
20150120,27000.0
20150121,600000.0
20150122,87200.0
20150123,76500.0
20150124,18700.0
20150125,42000.0
20150126,639850.0
20150127,52900.0
20150128,344850.0
20150129,79800.0
20150130,55600.0
20150131,17600.0
20150201,76400.0
20150202,61200.0
20150203,692800.0
20150204,80300.0
20150205,65500.0
20150206,622700.0
20150207,16600.0
20150208,43400.0
20150209,17800.0
20150210,685100.0
20150211,62400.0
20150212,73600.0
20150213,627350.0
20150214,190200.0
20150215,128800.0
20150216,82300.0
20150217,695400.0
20150218,35900.0
20150219,7000.0
20150220,38200.0
20150221,15200.0
20150222,527750.0
20150223,1000.0
20150224,24000.0
20150225,647500.0
20150226,47500.0
20150227,44300.0
20150228,657150.0
20150301,7800.0
20150302,91000.0
20150303,622100.0
20150304,41900.0
20150305,22200.0
20150306,64600.0
20150307,665900.0
20150308,47100.0
20150309,373050.0
20150310,47700.0
20150311,93800.0
20150312,98200.0
20150313,617700.0
20150314,100000.0
20150315,34800.0
20150316,551550.0
20150317,14900.0
20150318,46300.0
20150319,19900.0
20150320,678150.0
20150321,41100.0
20150322,20600.0
20150323,67400.0
20150324,84800.0
20150325,549000.0
20150326,88800.0
20150327,340350.0
20150328,74000.0
20150329,10100.0
20150330,7900.0
20150331,57800.0
20150401,583400.0
20150402,45600.0
20150403,65700.0
20150405,558800.0
20150406,24200.0
20150407,29900.0
20150408,44300.0
20150409,663900.0
20150410,35000.0
20150411,6400.0
20150412,10200.0
20150413,716200.0
20150414,107800.0
20150415,45400.0
20150416,811550.0
20150417,96100.0
20150418,20000.0
20150419,442150.0
20150420,57000.0
20150421,79500.0
20150422,506950.0
20150423,160200.0
20150424,28100.0
20150425,577900.0
20150426,46200.0
20150427,22300.0
20150428,72800.0
20150429,611100.0
20150430,116900.0
20150501,97800.0
20150502,48800.0
20150503,21900.0
20150504,632650.0
20150505,67400.0
20150506,71600.0
20150507,38700.0
20150508,787000.0
20150509,25200.0
20150510,53700.0
20150511,81500.0
20150512,599250.0
20150513,65600.0
20150514,13300.0
20150515,500650.0
20150516,55300.0
20150517,9600.0
20150518,41400.0
20150519,22200.0
20150520,631050.0
20150521,66900.0
20150522,75300.0
20150523,52900.0
20150524,71100.0
20150525,903100.0
20150526,38300.0
20150527,92300.0
20150528,54700.0
20150529,733900.0
20150530,48100.0
20150531,33800.0
20150601,84100.0
20150602,47600.0
20150603,24700.0
20150604,728700.0
20150605,100400.0
20150606,20700.0
20150607,50100.0
20150608,32000.0
20150609,842950.0
20150610,108800.0
20150611,121900.0
20150612,112900.0
20150613,52600.0
20150614,643550.0
20150615,67700.0
20150616,480600.0
20150617,64800.0
20150618,69900.0
20150619,629300.0
20150620,39300.0
20150621,10300.0
20150622,15300.0
20150623,405250.0
20150624,48000.0
20150625,31200.0
20150626,646900.0
20150627,30000.0
20150628,26900.0
20150629,49200.0
20150630,42700.0
20150701,77200.0
20150702,746300.0
20150703,83500.0
20150704,35800.0
20150705,25100.0
20150706,60800.0
20150707,83400.0
20150708,613150.0
20150709,114800.0
20150710,97200.0
20150711,68400.0
20150712,55900.0
20150713,65000.0
20150714,749050.0
20150715,45600.0
20150716,369000.0
20150717,20500.0
20150718,41000.0
20150719,65700.0
20150720,51200.0
20150721,583500.0
20150722,54300.0
20150723,33900.0
20150724,70000.0
20150725,42600.0
20150726,37400.0
20150727,50900.0
20150728,647650.0
20150729,96900.0
20150730,71800.0
20150731,28500.0
20150801,19900.0
20150802,14500.0
20150803,644650.0
20150804,41700.0
20150805,73600.0
20150806,170900.0
20150807,63200.0
20150808,67400.0
20150809,44000.0
20150810,56600.0
20150811,692000.0
20150812,43000.0
20150813,28900.0
20150814,58800.0
20150815,57400.0
20150816,63000.0
20150817,709050.0
20150818,122800.0
20150819,511650.0
20150820,57600.0
20150821,287500.0
20150822,30900.0
20150823,39200.0
20150824,476650.0
20150825,41200.0
20150826,37300.0
20150827,34900.0
20150828,22000.0
20150829,670050.0
20150830,46400.0
20150831,51300.0
20150901,94600.0
20150902,371100.0
20150903,32500.0
20150904,41600.0
20150905,27800.0
20150906,69900.0
20150907,51500.0
20150908,566150.0
20150909,99000.0
20150910,73000.0
20150911,162800.0
20150912,71800.0
20150913,57000.0
20150914,732650.0
20150915,60000.0
20150916,56100.0
20150917,382500.0
20150918,61400.0
20150919,64200.0
20150920,336900.0
20150921,48800.0
20150922,7700.0
20150923,578800.0
20150924,41100.0
20150925,86400.0
20150926,470700.0
20150927,34800.0
20150928,658450.0
20150929,21300.0
20150930,143600.0
20151001,48200.0
20151002,25300.0
20151003,25700.0
20151004,3300.0
20151005,17700.0
20151006,18000.0
20151007,853450.0
20151008,61700.0
20151009,67100.0
20151010,109700.0
20151011,121300.0
20151012,96400.0
20151013,62100.0
20151014,730700.0
20151015,36700.0
20151016,86800.0
20151017,29000.0
20151018,46200.0
20151019,585600.0
20151020,35900.0
20151021,20300.0
20151022,100.0
20151023,574900.0
20151024,49300.0
20151025,55400.0
20151026,81600.0
20151027,38700.0
20151028,530500.0
20151029,62400.0
20151030,52700.0
20151031,34800.0
20151101,17700.0
20151102,581400.0
20151103,83000.0
20151104,56500.0
20151105,537050.0
20151106,36700.0
20151107,11300.0
20151108,47000.0
20151109,551350.0
20151110,62800.0
20151111,59100.0
20151112,319350.0
20151113,34900.0
20151114,39200.0
20151115,39700.0
20151116,57400.0
20151117,43800.0
20151118,455600.0
20151119,28600.0
20151120,58900.0
20151121,30900.0
20151122,11200.0
20151123,70100.0
20151124,93900.0
20151125,502250.0
20151126,78300.0
20151127,32100.0
20151129,245850.0
20151130,45800.0
20151201,95500.0
20151202,49100.0
20151203,57200.0
20151204,52200.0
20151205,8000.0
20151206,61500.0
20151207,724700.0
20151208,50800.0
20151209,156100.0
20151210,53900.0
20151211,507500.0
20151212,47400.0
20151213,65700.0
20151214,442100.0
20151215,48800.0
20151216,33300.0
20151217,57000.0
20151218,5700.0
20151219,581400.0
20151220,23100.0
20151221,20400.0
20151222,45600.0
20151223,663550.0
20151224,49600.0
20151226,5200.0
20151227,18100.0
20151228,31800.0
20151229,32300.0
20151230,84300.0
20151231,604200.0
20160101,57600.0
20150101,67400.0
20150102,28000.0
20150103,18300.0
20150104,95100.0
20150105,56800.0
20150106,51000.0
20150107,31400.0
20150108,66800.0
20150109,75300.0
20150110,59400.0
20150111,55800.0
20150112,64700.0
20150113,54500.0
20150114,32800.0
20150115,72600.0
20150116,67200.0
20150117,59900.0
20150118,163400.0
20150119,72300.0
20150120,64000.0
20150121,78800.0
20150122,32500.0
20150123,26700.0
20150124,25800.0
20150125,101500.0
20150126,27200.0
20150127,81200.0
20150128,72100.0
20150129,26900.0
20150130,59700.0
20150131,51400.0
20150201,85200.0
20150202,66200.0
20150203,60000.0
20150204,66800.0
20150205,82600.0
20150206,132800.0
20150207,65900.0
20150208,39200.0
20150209,94700.0
20150210,83000.0
20150211,124700.0
20150212,118900.0
20150213,88400.0
20150214,123200.0
20150215,16900.0
20150216,99400.0
20150217,101700.0
20150218,107100.0
20150219,18300.0
20150220,118700.0
20150221,26100.0
20150222,27100.0
20150223,14800.0
20150224,28500.0
20150225,62900.0
20150226,56300.0
20150227,20600.0
20150228,202200.0
20150301,32100.0
20150302,40400.0
20150303,78200.0
20150304,76600.0
20150305,35000.0
20150306,106700.0
20150307,41100.0
20150308,39200.0
20150309,99800.0
20150310,70300.0
20150311,104800.0
20150312,56200.0
20150313,63200.0
20150314,73000.0
20150315,50700.0
20150316,123400.0
20150317,60900.0
20150318,52800.0
20150319,37500.0
20150320,61200.0
20150321,33100.0
20150322,39300.0
20150323,213700.0
20150324,66400.0
20150325,52800.0
20150326,65500.0
20150327,96100.0
20150328,6100.0
20150329,91600.0
20150330,392300.0
20150331,84200.0
20150401,52600.0
20150402,53000.0
20150403,232500.0
20150404,75100.0
20150405,64200.0
20150406,20100.0
20150407,75000.0
20150408,157100.0
20150409,68900.0
20150410,49700.0
20150411,37500.0
20150412,44100.0
20150413,35700.0
20150414,136400.0
20150415,414000.0
20150416,36000.0
20150417,57000.0
20150418,45900.0
20150419,244100.0
20150420,81400.0
20150421,61500.0
20150422,102000.0
20150423,56800.0
20150424,39400.0
20150425,55800.0
20150426,46000.0
20150427,48100.0
20150428,43300.0
20150429,117700.0
20150430,156900.0
20150501,86400.0
20150502,62000.0
20150503,53800.0
20150504,52600.0
20150505,66800.0
20150506,78400.0
20150507,79200.0
20150508,85700.0
20150509,47000.0
20150510,26400.0
20150511,89600.0
20150512,88700.0
20150513,66600.0
20150514,56700.0
20150515,130800.0
20150516,48200.0
20150517,56800.0
20150518,65100.0
20150519,43000.0
20150520,43400.0
20150521,86100.0
20150522,74200.0
20150523,63400.0
20150524,100100.0
20150525,73400.0
20150526,23400.0
20150527,34900.0
20150528,55400.0
20150529,71700.0
20150530,54300.0
20150531,109600.0
20150601,63100.0
20150602,35800.0
20150603,59100.0
20150604,24200.0
20150605,85100.0
20150606,49500.0
20150607,141900.0
20150608,43300.0
20150609,117600.0
20150610,63000.0
20150611,78300.0
20150612,69700.0
20150613,69800.0
20150614,136800.0
20150615,75900.0
20150616,69800.0
20150617,41500.0
20150618,73600.0
20150619,144300.0
20150620,12300.0
20150621,35000.0
20150622,29600.0
20150623,51600.0
20150624,71500.0
20150625,67400.0
20150626,37900.0
20150627,65800.0
20150628,62400.0
20150629,340000.0
20150630,89700.0
20150701,89500.0
20150702,80900.0
20150703,95400.0
20150704,31700.0
20150705,70500.0
20150706,61000.0
20150707,40800.0
20150708,17500.0
20150709,249500.0
20150710,64700.0
20150711,51600.0
20150712,66100.0
20150713,188700.0
20150714,63200.0
20150715,33900.0
20150716,43800.0
20150717,71900.0
20150718,65100.0
20150719,117100.0
20150720,71500.0
20150721,43700.0
20150722,67000.0
20150723,41000.0
20150724,200400.0
20150725,37200.0
20150726,44800.0
20150727,29600.0
20150728,68800.0
20150729,102200.0
20150730,19800.0
20150731,64100.0
20150801,46400.0
20150802,46600.0
20150803,62300.0
20150804,36900.0
20150805,99800.0
20150806,53100.0
20150807,94700.0
20150808,39700.0
20150809,33300.0
20150810,138100.0
20150811,81100.0
20150812,45000.0
20150813,71800.0
20150814,26600.0
20150815,35900.0
20150816,58400.0
20150817,84200.0
20150818,13200.0
20150819,45500.0
20150820,33100.0
20150821,64600.0
20150822,35700.0
20150823,25800.0
20150824,78800.0
20150825,93600.0
20150826,61500.0
20150827,77900.0
20150828,66300.0
20150829,36200.0
20150830,64900.0
20150831,54800.0
20150901,101700.0
20150902,89300.0
20150903,30100.0
20150904,60200.0
20150905,49900.0
20150906,19000.0
20150907,72700.0
20150908,89400.0
20150909,78900.0
20150910,98800.0
20150911,135500.0
20150912,32000.0
20150914,56900.0
20150915,60400.0
20150916,39800.0
20150917,49100.0
20150918,33000.0
20150919,51600.0
20150920,40300.0
20150921,42800.0
20150922,77100.0
20150923,78500.0
20150924,74500.0
20150925,98800.0
20150926,48800.0
20150927,15800.0
20150928,479200.0
20150929,84000.0
20150930,131400.0
20151001,49000.0
20151002,36400.0
20151003,102400.0
20151004,21500.0
20151005,66300.0
20151006,28700.0
20151007,39900.0
20151008,55300.0
20151009,48500.0
20151010,69600.0
20151011,49000.0
20151012,54600.0
20151013,49200.0
20151014,17700.0
20151015,60900.0
20151016,80600.0
20151017,67800.0
20151018,96900.0
20151019,32700.0
20151020,54100.0
20151021,50200.0
20151022,60300.0
20151023,58900.0
20151024,61900.0
20151025,89000.0
20151026,32400.0
20151027,364000.0
20151028,22500.0
20151029,40800.0
20151030,51400.0
20151031,46100.0
20151101,15400.0
20151102,118400.0
20151103,75500.0
20151104,66100.0
20151105,35200.0
20151106,69900.0
20151107,40700.0
20151108,43500.0
20151109,63700.0
20151110,100700.0
20151111,58800.0
20151112,49500.0
20151113,194700.0
20151114,30900.0
20151115,33000.0
20151116,103300.0
20151117,78600.0
20151118,43400.0
20151119,130800.0
20151120,52100.0
20151121,27800.0
20151122,26000.0
20151123,100300.0
20151124,60400.0
20151125,32000.0
20151126,12800.0
20151127,44500.0
20151128,52000.0
20151129,79800.0
20151130,48500.0
20151201,49600.0
20151202,32900.0
20151203,73200.0
20151204,85200.0
20151205,56700.0
20151206,64000.0
20151207,58500.0
20151208,52400.0
20151209,69900.0
20151210,64100.0
20151211,126100.0
20151212,37000.0
20151213,57200.0
20151214,62300.0
20151215,153000.0
20151216,49500.0
20151217,40800.0
20151218,49400.0
20151219,42700.0
20151220,49300.0
20151221,33400.0
20151222,108100.0
20151223,12600.0
20151224,86700.0
20151225,68200.0
20151226,38200.0
20151227,28200.0
20151228,41800.0
20151229,37300.0
20151230,65700.0
20151231,71800.0
20160101,58000.0
20150101,23500.0
20150102,12900.0
20150103,22200.0
20150104,610450.0
20150105,88500.0
20150106,158800.0
20150107,618300.0
20150108,57000.0
20150109,686200.0
20150110,27700.0
20150111,25600.0
20150112,58000.0
20150113,621950.0
20150114,15200.0
20150115,68400.0
20150116,49500.0
20150117,482950.0
20150118,26300.0
20150119,44800.0
20150120,82400.0
20150121,582600.0
20150122,3700.0
20150123,40500.0
20150124,22200.0
20150125,633500.0
20150126,78600.0
20150127,84900.0
20150128,49100.0
20150129,32800.0
20150130,678300.0
20150131,27800.0
20150201,52000.0
20150202,52900.0
20150203,46100.0
20150204,66000.0
20150205,83400.0
20150206,580100.0
20150207,37400.0
20150208,24700.0
20150209,820750.0
20150210,608200.0
20150211,52100.0
20150212,51100.0
20150213,694850.0
20150214,90000.0
20150215,89100.0
20150216,646200.0
20150217,588000.0
20150218,26500.0
20150219,2000.0
20150220,503600.0
20150221,1700.0
20150222,1100.0
20150223,24000.0
20150224,3500.0
20150225,15200.0
20150226,655600.0
20150227,62200.0
20150228,100200.0
20150301,18900.0
20150302,586550.0
20150303,32200.0
20150304,48200.0
20150305,532750.0
20150306,47100.0
20150307,20000.0
20150308,24600.0
20150309,35900.0
20150310,110200.0
20150311,823300.0
20150312,49300.0
20150313,64000.0
20150314,605100.0
20150315,36500.0
20150316,79600.0
20150317,677300.0
20150318,114700.0
20150319,53500.0
20150320,44100.0
20150321,30500.0
20150323,814500.0
20150324,84700.0
20150325,46300.0
20150326,7000.0
20150327,75400.0
20150328,38800.0
20150329,32600.0
20150330,433200.0
20150331,31200.0
20150401,41900.0
20150402,50100.0
20150403,641500.0
20150404,92200.0
20150405,560350.0
20150406,32800.0
20150407,40000.0
20150408,53500.0
20150409,602150.0
20150410,85100.0
20150411,14400.0
20150412,37200.0
20150413,29600.0
20150414,678400.0
20150415,58300.0
20150416,40400.0
20150417,682700.0
20150418,78400.0
20150419,275050.0
20150420,33000.0
20150421,15300.0
20150422,422500.0
20150423,51800.0
20150424,36500.0
20150425,459200.0
20150426,27500.0
20150427,51500.0
20150428,68700.0
20150429,13300.0
20150430,711100.0
20150501,33600.0
20150502,20500.0
20150503,4400.0
20150504,30700.0
20150505,124700.0
20150506,609450.0
20150507,48700.0
20150508,72000.0
20150509,40200.0
20150510,6500.0
20150511,67500.0
20150512,753350.0
20150513,25400.0
20150514,48600.0
20150515,52500.0
20150516,39800.0
20150517,641100.0
20150518,14000.0
20150519,47000.0
20150520,44500.0
20150521,731500.0
20150522,31900.0
20150523,9100.0
20150524,19700.0
20150525,70100.0
20150526,662800.0
20150527,35200.0
20150528,70900.0
20150529,12800.0
20150530,34000.0
20150531,721050.0
20150601,47200.0
20150602,109300.0
20150603,37200.0
20150604,23400.0
20150605,724450.0
20150606,48500.0
20150608,186500.0
20150609,73300.0
20150610,7900.0
20150611,612600.0
20150612,129800.0
20150613,40100.0
20150614,11000.0
20150615,17400.0
20150616,598900.0
20150617,35300.0
20150618,51700.0
20150619,32800.0
20150620,8800.0
20150621,690600.0
20150622,52500.0
20150623,65800.0
20150624,37500.0
20150625,47900.0
20150626,28600.0
20150627,577400.0
20150628,43100.0
20150629,304100.0
20150630,71000.0
20150701,60700.0
20150702,749850.0
20150703,56400.0
20150704,42400.0
20150705,32900.0
20150706,56700.0
20150707,785400.0
20150708,91700.0
20150709,64900.0
20150710,38800.0
20150711,28400.0
20150712,737600.0
20150713,136200.0
20150714,43500.0
20150715,35000.0
20150716,479050.0
20150717,61500.0
20150718,44100.0
20150719,42300.0
20150720,46200.0
20150721,634200.0
20150722,58100.0
20150723,29500.0
20150724,26000.0
20150725,6700.0
20150726,8400.0
20150727,604050.0
20150728,14700.0
20150729,37300.0
20150730,24000.0
20150731,616100.0
20150801,27500.0
20150802,49800.0
20150803,84700.0
20150804,38900.0
20150805,55700.0
20150806,38600.0
20150807,649100.0
20150808,9100.0
20150809,14800.0
20150810,67900.0
20150811,44100.0
20150812,29700.0
20150813,34600.0
20150814,617050.0
20150815,30600.0
20150816,26300.0
20150817,34000.0
20150818,462300.0
20150819,19600.0
20150820,18500.0
20150821,49700.0
20150822,46800.0
20150823,4700.0
20150824,816750.0
20150825,58300.0
20150826,34700.0
20150827,61700.0
20150828,65400.0
20150829,34300.0
20150830,52500.0
20150831,630850.0
20150901,36700.0
20150902,271050.0
20150903,14700.0
20150904,40700.0
20150905,43000.0
20150906,58100.0
20150907,367150.0
20150908,41100.0
20150909,71500.0
20150910,75400.0
20150912,18300.0
20150913,83900.0
20150914,44500.0
20150915,52900.0
20150916,727050.0
20150917,43200.0
20150918,32700.0
20150919,88000.0
20150920,58500.0
20150921,493500.0
20150922,27100.0
20150923,96900.0
20150924,510500.0
20150925,69800.0
20150926,50300.0
20150928,307800.0
20150929,82100.0
20150930,43800.0
20151001,20400.0
20151002,42800.0
20151003,777700.0
20151004,16700.0
20151005,9000.0
20151006,37400.0
20151007,24200.0
20151008,67000.0
20151009,91300.0
20151010,611200.0
20151011,38200.0
20151012,133100.0
20151013,203950.0
20151014,51600.0
20151015,16600.0
20151016,53600.0
20151017,56200.0
20151018,637900.0
20151019,56000.0
20151020,28400.0
20151021,18600.0
20151022,601050.0
20151023,189200.0
20151024,25000.0
20151025,25300.0
20151026,45800.0
20151027,409400.0
20151028,93500.0
20151029,19500.0
20151030,41300.0
20151031,31800.0
20151101,555250.0
20151102,50300.0
20151103,182950.0
20151104,25200.0
20151105,56200.0
20151106,53300.0
20151107,20500.0
20151108,50400.0
20151109,624100.0
20151110,60300.0
20151111,48300.0
20151112,93600.0
20151113,591650.0
20151114,5200.0
20151115,37500.0
20151116,556250.0
20151117,19000.0
20151118,4000.0
20151119,11100.0
20151120,15600.0
20151121,20400.0
20151122,14100.0
20151123,28500.0
20151124,626200.0
20151125,69700.0
20151126,27700.0
20151127,347550.0
20151128,108100.0
20151129,58000.0
20151130,49600.0
20151201,428250.0
20151202,49000.0
20151203,60400.0
20151204,45300.0
20151205,29600.0
20151206,438800.0
20151207,46000.0
20151208,238300.0
20151209,29400.0
20151210,59100.0
20151211,677800.0
20151212,56000.0
20151213,14300.0
20151214,45600.0
20151215,577850.0
20151216,79500.0
20151217,83800.0
20151218,30000.0
20151219,586250.0
20151220,48100.0
20151221,243300.0
20151222,76200.0
20151223,59000.0
20151224,60100.0
20151225,27000.0
20151226,41800.0
20151227,25700.0
20151228,679450.0
20151229,15600.0
20151230,52400.0
20151231,685400.0
20160101,36700.0
20150101,42000.0
20150102,31700.0
20150103,17200.0
20150104,106000.0
20150105,71400.0
20150106,37500.0
20150107,47400.0
20150108,29400.0
20150109,78800.0
20150110,52500.0
20150111,70800.0
20150112,60700.0
20150113,67600.0
20150114,29300.0
20150115,39400.0
20150116,67400.0
20150117,37700.0
20150118,55800.0
20150119,41800.0
20150120,78500.0
20150121,43300.0
20150122,43300.0
20150123,140000.0
20150124,76600.0
20150125,27800.0
20150126,41900.0
20150127,58200.0
20150128,161000.0
20150129,19200.0
20150130,51700.0
20150131,20400.0
20150201,25300.0
20150202,80700.0
20150203,42000.0
20150204,76500.0
20150205,93500.0
20150206,68200.0
20150207,55900.0
20150208,47400.0
20150209,65000.0
20150210,171700.0
20150211,79900.0
20150212,77600.0
20150213,166700.0
20150214,4200.0
20150215,146800.0
20150216,210200.0
20150217,83100.0
20150218,52200.0
20150219,14800.0
20150220,9300.0
20150221,6500.0
20150222,312900.0
20150223,30300.0
20150224,47200.0
20150225,42600.0
20150226,337800.0
20150227,17000.0
20150228,341800.0
20150301,14700.0
20150302,66400.0
20150303,87200.0
20150304,65500.0
20150305,69600.0
20150306,61400.0
20150307,31400.0
20150308,41600.0
20150309,67500.0
20150310,102400.0
20150311,72800.0
20150312,111400.0
20150313,79600.0
20150314,68200.0
20150315,52700.0
20150316,49500.0
20150317,71400.0
20150318,65500.0
20150319,41600.0
20150320,55800.0
20150321,23100.0
20150322,48100.0
20150323,400.0
20150324,98100.0
20150325,39000.0
20150326,49100.0
20150327,17000.0
20150328,98900.0
20150329,12000.0
20150330,53600.0
20150331,8600.0
20150401,137300.0
20150402,86200.0
20150403,75900.0
20150404,47900.0
20150405,70100.0
20150406,45700.0
20150407,61100.0
20150408,30700.0
20150409,46800.0
20150410,71500.0
20150411,31200.0
20150412,12200.0
20150413,93900.0
20150414,48000.0
20150415,57600.0
20150416,43500.0
20150417,67400.0
20150418,40800.0
20150419,38300.0
20150420,123100.0
20150421,47200.0
20150422,41700.0
20150423,78800.0
20150424,61800.0
20150425,42000.0
20150426,109600.0
20150427,46200.0
20150428,72600.0
20150429,54200.0
20150430,14100.0
20150503,202400.0
20150504,54300.0
20150505,24900.0
20150506,46000.0
20150507,14900.0
20150508,89800.0
20150509,32200.0
20150510,33300.0
20150511,93700.0
20150512,80000.0
20150513,67200.0
20150514,20100.0
20150515,77300.0
20150516,16300.0
20150517,25400.0
20150518,26900.0
20150519,38200.0
20150520,22600.0
20150521,63100.0
20150522,76300.0
20150523,31300.0
20150524,25800.0
20150525,35400.0
20150526,42000.0
20150527,42800.0
20150528,31500.0
20150529,50800.0
20150530,29700.0
20150531,83700.0
20150601,39900.0
20150602,46000.0
20150603,88000.0
20150604,26900.0
20150605,76500.0
20150606,18500.0
20150607,17800.0
20150608,51500.0
20150609,68500.0
20150610,40200.0
20150611,62200.0
20150612,56800.0
20150613,62400.0
20150614,51300.0
20150615,39000.0
20150616,76900.0
20150617,121300.0
20150618,36900.0
20150619,57600.0
20150620,25300.0
20150621,44000.0
20150622,20600.0
20150623,42500.0
20150624,21000.0
20150625,33700.0
20150626,107200.0
20150627,10300.0
20150628,23400.0
20150629,34200.0
20150630,75000.0
20150701,94300.0
20150702,11300.0
20150703,20000.0
20150704,133500.0
20150705,44400.0
20150706,50100.0
20150707,26300.0
20150708,66300.0
20150709,103700.0
20150710,89100.0
20150711,31700.0
20150712,35300.0
20150713,51400.0
20150714,34000.0
20150715,48700.0
20150716,59700.0
20150717,172200.0
20150718,34200.0
20150719,37500.0
20150720,93400.0
20150721,27600.0
